phi,logk,gr,rt_true,perm_md
0.25470716666069865,3.3725398844310774,37.742453717789886,RT1_clean_hi_perm,2357.98
0.31032714732824657,3.8721155523302313,43.46508244752093,RT1_clean_hi_perm,7449.3
0.24833577463589482,2.973920977840878,36.150563628505566,RT1_clean_hi_perm,941.72
0.2052914602022696,2.316900680311951,27.32260465183778,RT1_clean_hi_perm,207.44
0.20385926635126805,2.180359978323358,35.59427627805094,RT1_clean_hi_perm,151.48
0.24571024838769512,2.596485599243885,27.266367834050854,RT1_clean_hi_perm,394.9
0.24418935388156557,2.8273239562774366,42.906052711765454,RT1_clean_hi_perm,671.93
0.21123637797405892,2.127489784016757,28.871634100364528,RT1_clean_hi_perm,134.12
0.2405925299788753,2.9940627912051654,31.145049600532033,RT1_clean_hi_perm,986.42
0.2226728005052688,2.5733125118006326,38.288996579276706,RT1_clean_hi_perm,374.38
0.2584499513521413,3.023153234692854,54.27482840783415,RT1_clean_hi_perm,1054.76
0.20647621288832507,2.462037727189223,27.6760454457691,RT1_clean_hi_perm,289.76
0.2744433259233841,3.261482350712788,33.974472881106124,RT1_clean_hi_perm,1825.92
0.2124661148435081,2.3916080132060484,40.85533509042231,RT1_clean_hi_perm,246.38
0.23223492859754566,2.672396768538228,29.010412634401753,RT1_clean_hi_perm,470.32
0.2142342645728177,2.3208782092391727,36.968197370561114,RT1_clean_hi_perm,209.35
0.23371603425141468,2.763043103774183,41.11022206764705,RT1_clean_hi_perm,579.49
0.28222914607995775,3.601201076667127,40.68159403254686,RT1_clean_hi_perm,3992.1
0.2606436703107108,3.151181174037588,30.766646111364842,RT1_clean_hi_perm,1416.38
0.24682757344814607,3.27691521639444,48.45447180110956,RT1_clean_hi_perm,1891.97
0.24598006071925982,2.9843056957743452,19.85417205545776,RT1_clean_hi_perm,964.51
0.20933806292148865,2.409406248115255,40.276000982233505,RT1_clean_hi_perm,256.69
0.23826979583949107,3.054921072826487,31.861474349764062,RT1_clean_hi_perm,1134.8
0.2904282131295961,3.50079758972639,33.27826107606547,RT1_clean_hi_perm,3168.09
0.22506597079538584,2.526666050820413,26.7249294259855,RT1_clean_hi_perm,336.25
0.24840381789213364,3.0351047567284044,41.21436818660992,RT1_clean_hi_perm,1084.19
0.24069169822226036,2.9704746851941275,40.63031354570603,RT1_clean_hi_perm,934.27
0.25528532950599014,2.9994001074963283,29.04266653040014,RT1_clean_hi_perm,998.62
0.23497423323953387,2.5318218939747394,24.237443189698645,RT1_clean_hi_perm,340.27
0.22068927159755314,2.535916314587385,35.11244706854919,RT1_clean_hi_perm,343.49
0.24918866828905373,2.85385722588971,40.98846598075507,RT1_clean_hi_perm,714.26
0.30588276591618785,3.7269742129255383,34.28253610184241,RT1_clean_hi_perm,5333.03
0.2591464831863889,3.348777798988494,23.09570348881038,RT1_clean_hi_perm,2232.43
0.22916285410097167,3.00893991288045,26.850688501759453,RT1_clean_hi_perm,1020.8
0.23590058507925976,2.393683634587318,31.793624260447167,RT1_clean_hi_perm,247.56
0.2695919114540895,3.3222635850292708,33.15106197919133,RT1_clean_hi_perm,2100.21
0.2772322881077376,3.7503432754203243,42.56277323711656,RT1_clean_hi_perm,5627.86
0.2779669708944764,3.1257240537043414,37.139620420990504,RT1_clean_hi_perm,1335.75
0.24984398795020785,3.091390989829278,35.649165569424824,RT1_clean_hi_perm,1234.22
0.20289552466618146,1.9188472443073938,35.196669309710984,RT1_clean_hi_perm,82.96
0.2319554593491851,2.7015594675517605,25.788522566403216,RT1_clean_hi_perm,502.99
0.2130594308264112,2.3409503566804473,47.23268817716393,RT1_clean_hi_perm,219.26
0.28042701312287344,3.4533509719484043,48.16972602097606,RT1_clean_hi_perm,2840.21
0.27165804532604887,3.013387831053222,26.660816527350278,RT1_clean_hi_perm,1031.31
0.26886528580326985,2.9211461331886106,40.71635852132964,RT1_clean_hi_perm,833.96
0.2187819411857495,2.6281808239661584,25.859788269132125,RT1_clean_hi_perm,424.8
0.15910026129218457,1.1976803003909209,52.970578025226075,RT1_clean_hi_perm,15.76
0.2901902723955238,3.972820310742152,26.09415691971322,RT1_clean_hi_perm,9393.35
0.2602528192019059,3.027998397600716,27.683530142207065,RT1_clean_hi_perm,1066.59
