Depth_m,Porosity_fraction,Permeability_mD
1000.0,0.22483570765056166,112.76899056793404
1000.1,0.19308678494144077,25.750676063316
1000.2,0.23238442690503464,36.10203636659842
1000.3000000000001,0.2761514928204013,1565.528481345814
1000.4000000000001,0.1882923312638332,2.7157116246550492
1000.5000000000001,0.18829315215254097,7.109650154730826
1000.6000000000001,0.2789606407753696,91.84512217436297
1000.7000000000002,0.23837173645764545,837.7224472464554
1000.8000000000002,0.1765262807032524,6.978060674982191
1000.9000000000002,0.22712800217929824,1014.4563006591318
1001.0000000000002,0.1768291153593769,23.259322159221114
1001.1000000000003,0.17671351232148716,15.382553912411883
1001.2000000000003,0.21209811357830172,21.787828813330677
1001.3000000000003,0.10433598776711012,0.14148968577652848
1001.4000000000003,0.11375410837434836,1.2508273947325879
1001.5000000000003,0.17188562353795137,6.8861110829280925
1001.6000000000004,0.14935844398327883,0.622043777271942
1001.7000000000004,0.2157123666297637,8.761420858718724
1001.8000000000004,0.15459879622393946,1.1984997746927886
1001.9000000000004,0.12938481493323542,10.439029863202018
1002.0000000000005,0.2732824384460777,8968.265304404205
1002.1000000000005,0.18871118497567324,19.46621257452781
1002.2000000000005,0.2033764102343962,34.57301017851407
1002.3000000000005,0.12876259068932716,0.849330503674207
1002.4000000000005,0.17278086377374088,2.6485156975861948
1002.5000000000006,0.2055461294854933,156.05352551007195
1002.6000000000006,0.14245032112888487,18.900093548622554
1002.7000000000006,0.21878490091728361,20.593601259866524
1002.8000000000006,0.16996806550405977,6.266040913822054
1002.9000000000007,0.18541531251033616,7.944835664331813
1003.0000000000007,0.16991466938853017,4.239459122900121
1003.1000000000007,0.2926139092254469,6892.737904563906
1003.2000000000007,0.19932513876310332,5.385194805351815
1003.3000000000008,0.147114453552205,4.5329222835405405
1003.4000000000008,0.24112724560515947,365.1331160738071
1003.5000000000008,0.1389578175014489,1.6083643053046826
1003.6000000000008,0.21044317975023777,111.18467444807044
1003.7000000000008,0.10201649380601123,0.5106777984358903
1003.8000000000009,0.1335906975550785,6.17860125987355
1003.9000000000009,0.2098430617934562,6.712501260597148
1004.0000000000009,0.23692332899977053,87.25472271816919
1004.1000000000009,0.20856841405949852,33.699811596941686
1004.200000000001,0.194217585880588,0.9002534671069976
1004.300000000001,0.18494481522053557,3.743188589311338
1004.400000000001,0.12607390048162864,0.43979993807155054
1004.500000000001,0.16400778958026457,15.966340672723941
1004.600000000001,0.17696806145201063,4.114112813586807
1004.7000000000011,0.2528561113109458,105.47858772111074
1004.8000000000011,0.21718091447842308,137.4459994502259
1004.9000000000011,0.11184799223186331,0.09859713470346215
1005.0000000000011,0.21620419846973976,4.730243500851558
1005.1000000000012,0.18074588597918417,7.195863104296626
1005.2000000000012,0.16615389998470206,1.1079656608725839
1005.3000000000012,0.2305838144420434,19.302187238537744
1005.4000000000012,0.25154997612479757,492.87914521187656
