band_lo,band_rpm,band_mid,band_hi,rms,crest,dom_freq,regime
0.005224711961623646,0.6199833943984995,0.06771103741801446,0.17152363285642408,0.462292167754486,2.7028866258569813,1.953125,normal
0.0048133496859809385,0.5999279495446734,0.07008081721410908,0.15160354754128472,0.4709898549754515,2.9253905537724996,1.953125,normal
0.010531200825439995,0.5895579891575841,0.05690899176670131,0.18633225259071984,0.4561518108866376,3.088890497496138,1.953125,normal
0.009538549679233024,0.6138509214994446,0.060015752333952246,0.15187539480365372,0.4561897850167995,2.6172358265446083,1.953125,normal
0.005897716047764187,0.6209557364996504,0.05266899093649784,0.15359950654173105,0.4735203039863876,3.024494982988327,1.953125,normal
0.004129367662660081,0.6094984376309964,0.06402691419264266,0.15979033220031968,0.4753140026752135,2.8444977955860598,1.953125,normal
0.0038318357031999154,0.5966729727823744,0.06918886820860135,0.1702655812064944,0.469357242932817,2.8820897605027347,1.953125,normal
0.005465139598989506,0.6367766529357322,0.05999662455386555,0.12580551633757944,0.46177951135152917,2.784391559927623,1.953125,normal
0.004559802634191729,0.6156887275535295,0.058767727000810635,0.16089412008630494,0.45961138003642504,2.9766708165557016,1.953125,normal
0.006444163396549799,0.5725597391708849,0.07510208664968736,0.15123871233919225,0.4660228377519173,2.9437010946054194,1.953125,normal
0.0042236845478289455,0.6106771096569505,0.071987801263091,0.1640715920383236,0.4652006638446696,2.5358527369662607,1.953125,normal
0.010090891351472443,0.6152412458925497,0.07076939154232885,0.15273771101134315,0.46697613870809535,2.7092788955060176,1.953125,normal
0.00590929484457858,0.65437132021537,0.054136810414588864,0.13179721142705686,0.4670087049440526,2.8425617873112685,1.953125,normal
0.004606318076624443,0.6040148817488247,0.06231169272760991,0.15579509988389117,0.47176529371016684,3.3671516035955382,1.953125,normal
0.0030456746833972016,0.6272173212974277,0.04903588059023962,0.15188545410442905,0.4750276192563131,3.087189403989404,1.953125,normal
0.00501774745695938,0.6183335391457748,0.0713038728728353,0.15541588401679995,0.45708806820957676,2.87851222523554,1.953125,normal
0.007220354273269002,0.5841371285069928,0.06913956462349007,0.16536973290209123,0.4654044171402181,2.969969355683367,1.953125,normal
0.005530513043423085,0.5923964319984216,0.0678475229978053,0.16351633249289688,0.4536921823698602,2.932050584306557,1.953125,normal
0.012423518991493077,0.6068224800181021,0.06323716922609604,0.14517290807368366,0.4536558213850401,2.778569392589912,1.953125,normal
0.003944136720276357,0.5827672283912657,0.08132509003042304,0.1535842455610633,0.47635524034139903,2.6735620358559857,1.953125,normal
0.004876270641382565,0.6360419903035739,0.06564284163388884,0.14450376166557866,0.47713827247356394,2.9026009287785772,1.953125,normal
0.006231549322639998,0.5957835465544614,0.06890709638841597,0.17250554302487303,0.46176561034751845,2.814594766215186,1.953125,normal
0.004138300209504661,0.6307782158369515,0.053047048404990166,0.12661198256668313,0.45673841761264905,2.9745412891448173,1.953125,normal
0.004091334348263246,0.6323058518582656,0.06487307806774656,0.14360301812262316,0.4584392202383261,2.895573902756343,1.953125,normal
0.005500303941767908,0.5845823652250035,0.07422020722933881,0.15335629447368748,0.4600525958577228,2.7369168622150664,1.953125,normal
0.007006641505752866,0.5999999076560081,0.05878991054844008,0.16115218989586938,0.4651693791974008,3.155984444400031,1.953125,normal
0.0034128701057562646,0.5995754718579992,0.07036867834763422,0.14904741935649823,0.4774867847818225,2.9834661042981634,1.953125,normal
0.003668799589690466,0.6152628165977215,0.06753589997039422,0.15223282011509057,0.4625277973317939,2.930574480326486,1.953125,normal
0.0045825944047281734,0.6116529737632905,0.06782239576691909,0.14852987399756173,0.45723679953826407,2.8990119951268127,1.953125,normal
0.006613124032019059,0.5879187238955135,0.06786587200867605,0.1519000499637351,0.46270744453557855,2.882864732108442,1.953125,normal
0.00542565652625224,0.6148891878237215,0.06502848773935394,0.13721472747775568,0.4734989784168361,3.02469714025918,1.953125,normal
0.00303630447578476,0.6222058953257981,0.0648610417009809,0.15912666696169003,0.46744600046025947,3.556259773803807,1.953125,normal
0.006599851028085975,0.6018469622226461,0.07677921124287933,0.13682554313490444,0.4672175087960918,3.2464107080582414,1.953125,normal
0.007735408304656106,0.6042077509830721,0.04699362068862593,0.18260908526792327,0.45259275817809563,2.9844089204301913,1.953125,normal
0.006158904238952982,0.5818215784043361,0.07869240018872516,0.16271868041752324,0.45117633146196584,2.6641014691720337,1.953125,normal
0.0076367633477569035,0.6029997825507333,0.05716516690771532,0.16567614829656058,0.46990567445380804,2.855431450658077,1.953125,normal
0.005408237202547486,0.6078296454631039,0.05683277155579884,0.14709761323288792,0.46840551596111657,2.984598551093998,1.953125,normal
0.007259118878978893,0.6116883922999763,0.053837471779963425,0.14569455295232248,0.4646426203443716,2.9113384687818353,1.953125,normal
0.005602094362613856,0.610922593120942,0.061246039036951444,0.15227292252385857,0.4877712187814506,2.6842097268640437,1.953125,normal
