Porosity,Permeability_mD,Initial_Pressure_psi,Water_Saturation,Thickness_ft,Cum_Oil_Prod_bbl
0.2249080237694725,246.2792628019295,3643.9917565671853,0.2944770862233466,77.62143391579164,343130.754007832
0.34014286128198323,235.23409930399987,4110.864658599972,0.15171590863154988,74.98264035305021,659535.4118650228
0.296398788362281,729.6909353907776,4020.3218595803182,0.3617183690064445,27.660335893068613,316626.21233589837
0.2697316968394073,237.15964988712958,2807.799809387547,0.2839348717207725,93.805792392464,405206.61359630234
0.1812037280884873,253.96229459647324,2798.4989394829477,0.1471611650670863,65.47777617254556,249949.32290987077
0.1811989040672405,619.5486968134728,3036.3487354898266,0.3887014172443621,49.09804169085474,235293.83096473123
0.1616167224336399,387.304881837905,3222.1494526820743,0.2555096390005962,80.52308667962453,333139.32497601805
0.32323522915498704,632.5329177163859,3316.9111628169653,0.1218695355614965,40.589236672130724,540727.2271909894
0.27022300234864177,99.02461817328893,3859.3944336666905,0.2880498713245202,75.48078696370564,260326.2679090329
0.2916145155592091,415.67839525503825,2613.3608643316707,0.17595967210384308,23.176896605779778,175077.39674616765
0.1541168988591605,75.21020013746197,2569.3454084521327,0.3411080355631908,87.15264300874176,97528.82436803475
0.34398197043239886,96.98990259151589,3283.821125887818,0.3453466220698572,55.85366776170548,195564.71730630036
0.3164885281600843,729.8280900083082,3894.327384275961,0.3936842067563986,70.93543314863534,793110.3874447743
0.19246782213565522,154.43402833819638,2886.870685912965,0.25056085930735117,37.699025584534695,102892.77821458844
0.1863649934414201,449.31551170641285,3783.0089625125033,0.23648706391832117,74.16589701267584,447282.4241079199
0.18668090197068676,358.3217019505299,3019.656275880599,0.32604268163394423,81.77922207146213,319905.2452851447
0.21084844859190754,310.507494694132,4272.172217627032,0.13974119690257797,57.8570549507519,392929.82404969964
0.25495128632644753,724.8750092654543,4291.3798885332335,0.2640746541379373,69.41815392494354,814867.9398693058
0.23638900372842314,66.36754758161713,3094.574408562653,0.26387428003925534,56.50607390579189,107670.71298165146
0.20824582803960837,547.8422646316918,2959.987507926481,0.12684193684311618,91.52730954062764,660810.2652977274
0.27237057894447586,772.5458256601628,3322.6079441324623,0.2253952256520741,59.82953444114553,682515.5239882942
0.17789877213040836,470.12613759638145,2981.0631703602976,0.35598543957016066,87.34469672230551,372079.0820478943
0.20842892970704363,752.6168465248189,3844.7676865834073,0.3568460865983981,84.10816466161988,653453.3061084333
0.22327236865873834,89.19340946451783,4152.129369096571,0.12977129947590432,52.84038570786852,189413.59025245538
0.24121399684340716,364.094989305621,3846.184261822434,0.12721626482434928,38.406759348598,305385.3769126492
0.3070351922786027,245.11834322153837,4148.700894498699,0.17880864310058062,52.486570604781676,427353.71023692895
0.18993475643167193,598.1157237355474,3293.9843244149483,0.36242981876619806,86.09739006201761,465097.5654532727
0.2528468876827223,785.972817872935,2812.633941417722,0.1386707755220497,38.21060286555139,392764.9353897252
0.26848291377240846,242.39754683318586,3975.9018947951845,0.31599904078823393,61.954907668619946,351248.28588320944
0.15929008254399954,540.6309511055558,3220.949010283108,0.13034968588393098,84.4877398368598,478160.553475953
0.27150897038028765,198.5732245698051,3842.541650458265,0.2869413561243476,48.2781980102703,252298.3369482111
0.1841048247374583,473.9976909287074,3041.2878839635314,0.20682018973574345,71.3767709602158,396567.0829392153
0.1630103185970559,397.94936501625216,2662.4592696133454,0.33667418888976014,39.650525923905164,126913.53386293667
