Date,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40
2020-01-01,1149.0142459033698,958.5207096486446,1194.3065614302077,1456.9089569224077,929.7539875829992,929.7589129152458,1473.7638446522174,1230.2304187458726,859.1576842195144,1162.7680130757894,789.610017613779,521.1344971179673,793.377398345694,637.2863478397983,516.2406610179473,910.4266523473317,637.864818490378,898.2742770232493,644.1087914779334,597.1631769368871,986.9677870522137,680.8226638775097,800.6881057215802,804.9907464072357,780.2367410867508,957.3478717606073,837.2205356834343,701.8665020524651,931.190192262137,590.5314495579822,772.1183788052087,975.2751859718782,812.6988149402064,908.4842252374381,826.7803627725964,919.6854317689451,972.2439399226218,636.4608637663684,584.8305406283595,741.9953751662699,850.9312134121079,613.595626591108,502.05072521508356,671.4675579183527,984.4296677338942,847.4837303029234,700.662721970612,596.2880486734201,678.0448368773735,584.919716650624
2020-01-02,860.9746921562613,860.281073928923,1072.5886814698101,426.0159266026606,482.5246502460902,831.3137412277082,696.1506638996728,1094.2741997785822,727.5927773436366,576.3088895994125,772.0835024770689,521.7970214280535,759.524309041296,621.8129775522386,509.8976086332629,876.3696722997308,628.261595366561,892.0362656587135,630.7557145255806,597.7233883494063,974.340272574502,667.7078084032966,787.8056430430564,797.4714021744352,782.9556050611062,926.1694594666079,822.2343219191686,697.2375213168973,920.934336205669,584.4663916948231,760.884092925537,943.4731538496934,800.3641532174179,908.3750326542062,828.8561138494224,909.1628804768482,958.4922631560585,627.0517112731245,584.3096804517646,732.2892229401417,848.1449290365357,591.0225415266152,494.04849584745074,661.6446446798933,978.5095104283406,848.1213911860876,688.0391408867733,591.1930660242173,662.5225739314094,596.2290680027298
2020-01-03,1439.6946306764662,932.2671098540393,1020.2584614063771,572.575544135963,836.6851826424452,1033.2767769129598,654.7019267733092,1112.7094055037016,819.8083930243585,912.491875062017,749.9058754271587,520.9489298401693,746.0390373041954,612.2207509953901,518.2443762119836,863.3648376870788,618.7489403247396,879.147927971691,628.7671926749814,592.1438763716463,968.6028440493534,657.3942949063203,781.3069035681569,799.2743836150404,769.7754286982001,906.6793000343791,815.7073766018171,695.2827003556248,913.0017648899843,584.7347093420595,739.3402188748628,920.9576431994797,790.616438059856,908.3997077592172,830.679316712808,894.398959599563,943.2457721920565,627.0172503893818,578.9423569955015,729.4214684768834,845.8667606698274,592.13691916869,483.66309916166495,666.2227609568533,993.2301785506786,855.4690333593456,680.087105158542,589.1047551062052,656.8990048698327,609.2493666310637
2020-01-04,819.4880163311809,1555.6834553526812,995.9508325786198,682.68672131323,1246.7634736309567,633.7469050086934,1062.6590785014266,412.0989628360673,601.5441853304709,1059.058370760737,734.0813835673302,534.9854736337409,729.4526629935712,606.9789504878954,529.4257998584297,827.6724250916857,601.8861116374369,861.5344086113347,627.8154147558676,594.6937383800587,959.3655556802596,653.8697878114004,780.24923803689,798.3421817096331,767.0539839932528,881.8798213324491,810.561772439281,697.8631557523584,915.6447281406696,582.2679474556176,731.5034847455381,913.7985748396845,775.3695546113175,911.195186627543,836.096908535872,877.5812598437078,940.8582680599742,626.6526663697693,588.7561797446407,722.9482257209186,831.0401102023746,594.88468355624,483.2535363690019,676.095869744933,984.9161318763876,853.9364309164195,662.0170329719753,576.9697536813237,652.3943311576053,609.7835015016066
2020-01-05,1221.539973998623,1051.4104843569912,965.3055152835278,909.6688913232134,556.4434028897717,784.0467374815875,861.8083687120637,1317.1366678656748,1103.0854868705385,471.08795339117984,723.8203557523888,545.8948132592791,710.8548348918986,616.4897178257038,525.3516697139974,797.5233614720177,602.1262771884977,856.22175901879,628.4677755527783,577.0409221410415,950.2743080191751,662.5691889029705,777.1166273299932,793.2620048809497,764.1685999252749,865.8450637077669,808.5900390757438,687.9361643623162,897.8369281141622,575.5545275241876,719.6320899332109,885.719992366669,770.5893185280867,910.7000574630727,830.5816170398441,873.5050360522746,926.7604704311065,621.4074203841305,594.3528109138156,713.9996090789093,824.598238663446,588.1368834308339,488.1877403326725,687.6089948096496,976.5568553582582,860.6464141105035,647.9852764109271,568.4411119904549,643.1946725219296,626.7574063720925
2020-01-06,1097.2251908184385,884.475315875105,796.9233999082123,1183.5028866522603,1309.2998567487853,1279.3840357348595,748.2347430332085,907.2362872446356,1099.3790294210692,1292.6635381367078,709.7213446515606,540.8838764917186,720.1944291878233,629.3918159698468,541.4633677262328,784.1019907243711,596.3977003678726,838.2878506206894,635.6919605018505,576.8248672934321,948.5440878702253,671.447986911271,764.8149320674628,777.5908092706962,767.5226017053063,844.4828279634656,803.0640102225482,690.9492092590243,889.3806047209367,580.2035823908482,704.6362603351643,870.8058478717064,773.8844787726832,911.3032166580715,834.1768059115547,865.0276278360385,922.8748655663256,626.3859081542363,600.1470200716286,703.2415667055027,816.1208573750192,584.6140978094867,500.8899774144102,700.9209805904634,979.4718734555132,858.8293612220342,634.0747937048576,556.82239849094,636.4600064025184,629.7078353378695
2020-01-07,856.2477286464131,944.3023070008549,668.0995077981916,641.1380127757988,1243.7577467182593,1406.8720085712469,978.3969635258999,1301.0598693676072,1108.4908075142903,806.4640736184627,684.5448481448154,529.6396339295105,720.3317280583325,629.4652115452467,549.6489361437317,770.8040244552394,591.3365066601183,832.7797347502386,621.9186890839621,586.0583821701375,949.6277816642362,672.6706467140657,760.9576880135158,768.951528023344,767.2845164566379,836.0068697755729,802.7967906400456,683.173566721092,871.8581781565975,578.909320780203,700.301957638841,852.5605537564045,778.0762589320485,904.302766109036,831.7835202411944,850.4059872345981,914.5670624848817,618.0341928194289,601.7786833431327,701.7654548258008,799.3378401470774,597.0867473736722,499.39664488117546,717.7552416797466,984.2386167582458,854.7885383765044,621.4513894182784,548.7567825790796,639.2835759188267,634.8504473146002
2020-01-08,1108.4186816525241,1461.4109699397907,989.2521882670145,1469.3930967442018,214.0764687730767,1246.5707513125672,1026.1141204714513,910.2977948602396,1027.5282329606507,403.72932561973215,679.3845426504163,537.9565059287058,711.6977140595352,649.0028843727308,547.535940722789,764.9016711791483,582.9317470127169,828.8758135052176,620.060146751242,574.8392836415946,952.8897244746336,683.8800166819443,748.1578341832857,766.0160171542148,758.8876096154897,831.3755575968606,805.7964090203158,688.9026418249698,858.2511084477785,581.3337490230085,692.6950783756514,833.7122837557282,773.1299486277878,915.7631171331019,826.6611737289346,843.8746290487634,904.7745912539284,621.3022404872111,620.0616443702794,696.9176876794,799.8706358583215,580.543525914122,495.13358102110715,715.5221610475926,981.9398781426396,853.9193426934088,617.6213659634601,549.2674271458518,647.5800259023042,649.7101297439708
2020-01-09,934.0984336487464,1107.1337714535239,1443.3682134224548,844.5189345179058,757.4519191320437,849.472886924639,1274.6206353106222,1098.6253328979053,841.0719388698884,1153.9802299340067,672.36309471159,554.8592513450217,690.5134674336899,644.9859157741784,543.018898889456,756.3726064519826,572.6653506341628,809.4226498646666,618.5111927524288,583.5959702809029,950.0730638220112,699.088060954744,748.7721517614626,762.2650296780982,760.3062424295471,825.1334845244759,806.2785339948659,690.8122076198706,858.8125903710151,587.1854152021058,679.9134856754197,815.1874513816625,778.7549346081546,920.4364133850153,832.4289093276681,834.4684308009547,892.5235028434519,616.4589459778261,628.8158824437664,702.8445862035436,788.2517009372514,581.9559002658833,495.52560922763143,729.1852132803075,976.5059158419594,861.929736961318,604.39531947831,556.3698519556334,636.90974566677,676.0463032548682
2020-01-10,1029.1232648044122,1290.5934971598667,789.3840718367943,901.7013560206696,882.3675540603527,560.9455155603645,1088.836083119373,1078.3165816539668,1001.5340369927383,929.6238599874558,658.5617740267165,557.5792391049562,671.0538857301595,639.4577157456491,546.5325012462571,723.7409964342744,567.6972776731901,804.6031369530068,614.803942662053,582.518008897584,946.9828676688646,696.5846594875543,739.6660628539779,747.4201847462385,755.8549273366979,804.9481798541223,798.6184314917107,683.7696150917158,856.7880733733075,587.4971239476022,666.6073259938601,793.6367607583833,770.0902633027426,922.9308352672012,839.0454581763648,834.5612819964396,887.8755633846816,618.2151877649239,639.5237472126596,698.1230914871194,786.9724751595058,581.8666606633993,501.56657337181935,729.6517230181485,969.8312673573613,864.1430433260872,594.6000670999995,549.5979947613746,622.6379866779379,681.6839587852663
